datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6204.543,True
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,RFC,WEST,AEP,AEPOPT,6199.355,True
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,RFC,WEST,AEP,AEPOPT,6099.339,True
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,RFC,WEST,AEP,AEPOPT,6141.886,True
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,RFC,WEST,AEP,AEPOPT,6092.976,True
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,RFC,WEST,AEP,AEPOPT,6147.899,True
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,RFC,WEST,AEP,AEPOPT,6140.826,True
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,RFC,WEST,AEP,AEPOPT,6353.553,True
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,RFC,WEST,AEP,AEPOPT,6438.099,True
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,RFC,WEST,AEP,AEPOPT,6644.955,True
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,RFC,WEST,AEP,AEPOPT,6736.052,True
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,RFC,WEST,AEP,AEPOPT,6842.781,True
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,RFC,WEST,AEP,AEPOPT,6834.453,True
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,RFC,WEST,AEP,AEPOPT,6806.105,True
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,RFC,WEST,AEP,AEPOPT,6766.158,True
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,RFC,WEST,AEP,AEPOPT,6753.354,True
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,RFC,WEST,AEP,AEPOPT,6818.154,True
1/31/2021 10:00:00 PM,1/31/2021 5:00:00 PM,RFC,WEST,AEP,AEPOPT,7010.916,True
1/31/2021 11:00:00 PM,1/31/2021 6:00:00 PM,RFC,WEST,AEP,AEPOPT,7172.346,True
2/1/2021 12:00:00 AM,1/31/2021 7:00:00 PM,RFC,WEST,AEP,AEPOPT,7083.296,True
2/1/2021 1:00:00 AM,1/31/2021 8:00:00 PM,RFC,WEST,AEP,AEPOPT,6934.606,True
2/1/2021 2:00:00 AM,1/31/2021 9:00:00 PM,RFC,WEST,AEP,AEPOPT,6719.621,True
2/1/2021 3:00:00 AM,1/31/2021 10:00:00 PM,RFC,WEST,AEP,AEPOPT,6510.246,True
2/1/2021 4:00:00 AM,1/31/2021 11:00:00 PM,RFC,WEST,AEP,AEPOPT,6344.951,True
2/1/2021 5:00:00 AM,2/1/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6209.968,True
2/1/2021 6:00:00 AM,2/1/2021 1:00:00 AM,RFC,WEST,AEP,AEPOPT,6127.258,True
2/1/2021 7:00:00 AM,2/1/2021 2:00:00 AM,RFC,WEST,AEP,AEPOPT,6099.915,True
2/1/2021 8:00:00 AM,2/1/2021 3:00:00 AM,RFC,WEST,AEP,AEPOPT,6138.659,True
2/1/2021 9:00:00 AM,2/1/2021 4:00:00 AM,RFC,WEST,AEP,AEPOPT,6332.637,True
2/1/2021 10:00:00 AM,2/1/2021 5:00:00 AM,RFC,WEST,AEP,AEPOPT,6640.581,True
2/1/2021 11:00:00 AM,2/1/2021 6:00:00 AM,RFC,WEST,AEP,AEPOPT,7065.740,True
2/1/2021 12:00:00 PM,2/1/2021 7:00:00 AM,RFC,WEST,AEP,AEPOPT,7468.508,True
2/1/2021 1:00:00 PM,2/1/2021 8:00:00 AM,RFC,WEST,AEP,AEPOPT,7611.596,True
2/1/2021 2:00:00 PM,2/1/2021 9:00:00 AM,RFC,WEST,AEP,AEPOPT,7626.121,True
2/1/2021 3:00:00 PM,2/1/2021 10:00:00 AM,RFC,WEST,AEP,AEPOPT,7659.614,True
2/1/2021 4:00:00 PM,2/1/2021 11:00:00 AM,RFC,WEST,AEP,AEPOPT,7618.766,True
2/1/2021 5:00:00 PM,2/1/2021 12:00:00 PM,RFC,WEST,AEP,AEPOPT,7646.813,True
2/1/2021 6:00:00 PM,2/1/2021 1:00:00 PM,RFC,WEST,AEP,AEPOPT,7640.786,True
2/1/2021 7:00:00 PM,2/1/2021 2:00:00 PM,RFC,WEST,AEP,AEPOPT,7619.319,True
2/1/2021 8:00:00 PM,2/1/2021 3:00:00 PM,RFC,WEST,AEP,AEPOPT,7591.119,True
2/1/2021 9:00:00 PM,2/1/2021 4:00:00 PM,RFC,WEST,AEP,AEPOPT,7648.070,True
2/1/2021 10:00:00 PM,2/1/2021 5:00:00 PM,RFC,WEST,AEP,AEPOPT,7801.335,True
2/1/2021 11:00:00 PM,2/1/2021 6:00:00 PM,RFC,WEST,AEP,AEPOPT,8020.951,True
2/2/2021 12:00:00 AM,2/1/2021 7:00:00 PM,RFC,WEST,AEP,AEPOPT,7942.591,True
2/2/2021 1:00:00 AM,2/1/2021 8:00:00 PM,RFC,WEST,AEP,AEPOPT,7769.621,True
2/2/2021 2:00:00 AM,2/1/2021 9:00:00 PM,RFC,WEST,AEP,AEPOPT,7497.980,True
2/2/2021 3:00:00 AM,2/1/2021 10:00:00 PM,RFC,WEST,AEP,AEPOPT,7196.059,True
2/2/2021 4:00:00 AM,2/1/2021 11:00:00 PM,RFC,WEST,AEP,AEPOPT,6917.758,True
2/2/2021 5:00:00 AM,2/2/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6728.871,True
2/2/2021 6:00:00 AM,2/2/2021 1:00:00 AM,RFC,WEST,AEP,AEPOPT,6635.132,True
2/2/2021 7:00:00 AM,2/2/2021 2:00:00 AM,RFC,WEST,AEP,AEPOPT,6657.649,True
2/2/2021 8:00:00 AM,2/2/2021 3:00:00 AM,RFC,WEST,AEP,AEPOPT,6644.359,True
2/2/2021 9:00:00 AM,2/2/2021 4:00:00 AM,RFC,WEST,AEP,AEPOPT,6758.561,True
2/2/2021 10:00:00 AM,2/2/2021 5:00:00 AM,RFC,WEST,AEP,AEPOPT,7061.503,True
2/2/2021 11:00:00 AM,2/2/2021 6:00:00 AM,RFC,WEST,AEP,AEPOPT,7369.294,True
2/2/2021 12:00:00 PM,2/2/2021 7:00:00 AM,RFC,WEST,AEP,AEPOPT,7609.513,True
2/2/2021 1:00:00 PM,2/2/2021 8:00:00 AM,RFC,WEST,AEP,AEPOPT,7728.037,True
2/2/2021 2:00:00 PM,2/2/2021 9:00:00 AM,RFC,WEST,AEP,AEPOPT,7749.851,True
2/2/2021 3:00:00 PM,2/2/2021 10:00:00 AM,RFC,WEST,AEP,AEPOPT,7697.521,True
2/2/2021 4:00:00 PM,2/2/2021 11:00:00 AM,RFC,WEST,AEP,AEPOPT,7600.915,True
2/2/2021 5:00:00 PM,2/2/2021 12:00:00 PM,RFC,WEST,AEP,AEPOPT,7509.484,True
2/2/2021 6:00:00 PM,2/2/2021 1:00:00 PM,RFC,WEST,AEP,AEPOPT,7492.057,True
2/2/2021 7:00:00 PM,2/2/2021 2:00:00 PM,RFC,WEST,AEP,AEPOPT,7339.400,True
2/2/2021 8:00:00 PM,2/2/2021 3:00:00 PM,RFC,WEST,AEP,AEPOPT,7298.571,True
2/2/2021 9:00:00 PM,2/2/2021 4:00:00 PM,RFC,WEST,AEP,AEPOPT,7304.110,True
2/2/2021 10:00:00 PM,2/2/2021 5:00:00 PM,RFC,WEST,AEP,AEPOPT,7512.195,True
2/2/2021 11:00:00 PM,2/2/2021 6:00:00 PM,RFC,WEST,AEP,AEPOPT,7890.054,True
2/3/2021 12:00:00 AM,2/2/2021 7:00:00 PM,RFC,WEST,AEP,AEPOPT,7845.852,True
2/3/2021 1:00:00 AM,2/2/2021 8:00:00 PM,RFC,WEST,AEP,AEPOPT,7746.571,True
2/3/2021 2:00:00 AM,2/2/2021 9:00:00 PM,RFC,WEST,AEP,AEPOPT,7540.889,True
2/3/2021 3:00:00 AM,2/2/2021 10:00:00 PM,RFC,WEST,AEP,AEPOPT,7220.376,True
2/3/2021 4:00:00 AM,2/2/2021 11:00:00 PM,RFC,WEST,AEP,AEPOPT,6961.392,True
2/3/2021 5:00:00 AM,2/3/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6797.051,True
2/3/2021 6:00:00 AM,2/3/2021 1:00:00 AM,RFC,WEST,AEP,AEPOPT,6710.723,True
2/3/2021 7:00:00 AM,2/3/2021 2:00:00 AM,RFC,WEST,AEP,AEPOPT,6710.286,True
2/3/2021 8:00:00 AM,2/3/2021 3:00:00 AM,RFC,WEST,AEP,AEPOPT,6748.921,True
2/3/2021 9:00:00 AM,2/3/2021 4:00:00 AM,RFC,WEST,AEP,AEPOPT,6921.430,True
2/3/2021 10:00:00 AM,2/3/2021 5:00:00 AM,RFC,WEST,AEP,AEPOPT,7197.070,True
2/3/2021 11:00:00 AM,2/3/2021 6:00:00 AM,RFC,WEST,AEP,AEPOPT,7646.373,True
2/3/2021 12:00:00 PM,2/3/2021 7:00:00 AM,RFC,WEST,AEP,AEPOPT,8002.240,True
2/3/2021 1:00:00 PM,2/3/2021 8:00:00 AM,RFC,WEST,AEP,AEPOPT,7987.183,True
2/3/2021 2:00:00 PM,2/3/2021 9:00:00 AM,RFC,WEST,AEP,AEPOPT,7806.345,True
2/3/2021 3:00:00 PM,2/3/2021 10:00:00 AM,RFC,WEST,AEP,AEPOPT,7656.368,True
2/3/2021 4:00:00 PM,2/3/2021 11:00:00 AM,RFC,WEST,AEP,AEPOPT,7502.293,True
2/3/2021 5:00:00 PM,2/3/2021 12:00:00 PM,RFC,WEST,AEP,AEPOPT,7388.959,True
2/3/2021 6:00:00 PM,2/3/2021 1:00:00 PM,RFC,WEST,AEP,AEPOPT,7252.891,True
2/3/2021 7:00:00 PM,2/3/2021 2:00:00 PM,RFC,WEST,AEP,AEPOPT,7053.667,True
2/3/2021 8:00:00 PM,2/3/2021 3:00:00 PM,RFC,WEST,AEP,AEPOPT,6996.545,True
2/3/2021 9:00:00 PM,2/3/2021 4:00:00 PM,RFC,WEST,AEP,AEPOPT,7035.742,True
2/3/2021 10:00:00 PM,2/3/2021 5:00:00 PM,RFC,WEST,AEP,AEPOPT,7317.337,True
